label,text
Fake,say u senate candidate adam hasner cited effort weaken prolife school choice legislation unequivocal proof he moderate
Genuine,georgia one three state effectively regulation whatsoever lobbyist giving legislator
Fake,election bill allows person correct absentee ballot sign requires extra two hour day early voting everything else bill discretionary
Fake,john mccain threatened extinction north korea sung song bombing iran
Genuine,guess governor there fried butter newark percent unemployment
Fake,natural gas country saudi arabia oil
Fake,reduced funding education least theyve suffered least cut
Genuine,economy weak raise income level
Fake,money possible lease ohio turnpike would used
Fake,milwaukee county taxpayer paid settle lawsuit decision sheriff david clarke jr use untrained correction officer rather deputy patrol lakefront
Fake,american murder rate time developed nation
Fake,census bureau worker say told skew information bring unemployment rate headed election season
Fake,greg abbott nothing pursue report sexual abuse boy west texas staterun school
Genuine,say pps employee paid pers contribution many year
Genuine,one person tva board knowledge even corporate board experience
Fake,recently rick scott closed woman health care center across state
Fake,ryan budget get rid medicare year turn voucher program
Genuine,dont see norway losing population tax astronomical
Fake,capandtrade plan
Genuine,richard cordrays nomination head consumer financial protection bureau mark first time senate history political party blocked nomination someone didnt like construction agency
Genuine,georgia worst job loss state history gop watch
Fake,say campaign contribution rival state house seat money intended schoolchildren
Genuine,factory opening door fastest pace almost two decade
Fake,say percent republican across state voted democrat
Genuine,ordinary citizen given opportunity identify project preferred
Fake,say president barack obamas homeland security budget million fight climate change didnt line item fight violent extremism
Fake,say legislative debate airport patdown procedure initiated federal change security procedure
Genuine,foreign policy joe biden aid vietnam said fall shah step forward human right iran opposed reagan defense buildup voted first gulf war
Fake,toledo fourth nation behind much bigger city miami la vega portland number human trafficking arrest rescue
